original_row_index,target_date,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR
6672,2021-01-01,55.346,22.479,-4.82,-3.36,-6.35,98.74,0.49
6672,2021-01-02,55.757,24.929,-5.35,-2.95,-6.6,98.83,0.39
6672,2021-01-08,54.931,23.77,-3.72,-2.78,-5.77,96.7,6.01
6673,2020-11-22,54.704,25.33,0.69,2.76,-0.67,94.07,8.01
6673,2021-01-12,54.961,24.772,-4.02,-3.62,-4.75,98.55,0.67
6673,2020-12-24,54.929,23.996,0.04,1.1,-1.09,97.94,4.83
6673,2020-12-28,55.081,23.792,-1.7,0.74,-5.29,93.48,1.87
6673,2021-01-06,54.941,23.101,-2.58,-1.37,-3.28,94.57,3.27
6674,2021-01-14,55.271,21.409,-6.24,-3.5,-8.9,95.51,0.22
6674,2021-01-13,55.694,22.113,-5.4,-4.0,-6.48,99.07,2.78
6674,2021-01-16,55.271,21.409,-10.8,-4.08,-19.13,99.68,5.45
6674,2021-01-02,55.384,25.731,-5.31,-3.51,-6.76,99.25,0.36
6674,2021-01-06,55.07,24.041,-2.85,-1.8,-3.55,94.57,3.04
6675,2021-01-19,55.462,25.79,-17.25,-12.81,-20.71,99.86,0.06
6675,2020-12-31,55.783,24.624,-2.15,-0.87,-4.02,99.03,1.11
6675,2020-12-20,56.003,23.648,-0.74,0.83,-1.72,97.53,0.16
6675,2021-01-06,55.271,21.409,-0.92,-0.17,-1.74,92.92,2.59
6675,2020-12-22,55.106,22.308,0.48,1.52,-0.02,95.06,5.53
6676,2021-01-13,54.643,25.08,-4.81,-3.87,-6.62,98.06,4.55
6676,2021-01-13,55.402,22.587,-5.3,-4.21,-6.04,99.27,4.44
6676,2020-12-05,55.937,22.677,1.99,2.74,0.76,97.71,0.13
6676,2020-12-06,55.834,24.953,-0.28,1.42,-4.39,89.6,0.16
6676,2020-12-16,56.126,21.862,1.57,3.84,-1.39,99.15,1.64
6677,2020-12-16,55.817,23.579,0.07,2.13,-2.07,97.36,2.54
6677,2020-12-16,55.808,22.383,0.8,3.07,-2.03,98.48,1.64
6677,2020-12-14,54.329,23.895,-3.24,-0.49,-4.81,98.33,0.49
6677,2021-01-14,55.383,25.832,-10.43,-7.06,-15.13,99.66,0.29
6677,2020-12-25,56.245,22.078,-0.61,0.54,-1.75,98.27,1.62
6678,2020-12-28,54.607,25.067,-2.95,-0.07,-6.45,95.18,1.65
6678,2021-01-13,55.346,22.303,-5.3,-4.21,-6.04,99.27,4.44
6678,2021-01-14,54.083,23.786,-8.92,-6.17,-16.75,97.79,0.77
6678,2021-01-01,54.577,23.433,-3.6,-1.5,-5.97,96.13,0.42
6678,2021-01-03,56.259,21.93,-3.0,-0.85,-4.97,99.19,0.35
6679,2021-01-18,54.615,25.123,-19.39,-14.72,-24.65,99.08,0.11
6679,2021-01-03,55.808,22.383,-4.95,-2.71,-5.98,99.5,0.23
6679,2021-01-15,55.07,24.041,-15.34,-12.41,-19.4,98.26,0.21
6679,2020-12-30,55.901,21.621,0.16,1.51,-0.59,97.74,3.55
6679,2021-01-24,56.298,22.949,-0.72,0.35,-2.76,97.86,5.36
6680,2021-01-13,55.317,22.294,-5.3,-4.21,-6.04,99.27,4.44
6680,2021-01-09,55.774,21.359,-4.88,-3.39,-6.85,95.53,1.65
6680,2020-12-29,54.978,24.135,1.43,2.34,0.56,95.7,3.12
6680,2021-01-20,55.251,21.385,-4.4,1.83,-9.89,98.58,4.88
6680,2020-12-29,55.106,22.308,1.75,3.18,0.5,94.42,3.63
6681,2020-12-22,55.667,21.225,1.67,2.53,0.89,95.88,6.57
6681,2021-01-14,55.193,22.484,-9.75,-5.82,-16.38,97.03,0.23
6681,2021-01-06,55.34,21.48,-0.92,-0.17,-1.74,92.92,2.59
6681,2020-12-28,55.273,23.628,-2.48,-0.1,-5.81,95.97,2.5
6681,2021-01-12,54.987,24.263,-3.51,-3.08,-4.01,97.34,1.22
6682,2020-12-27,55.474,22.478,-3.48,-2.11,-5.2,95.88,0.14
6682,2020-12-16,55.474,22.478,0.72,2.77,-1.98,98.55,1.7
6682,2020-12-02,55.731,23.872,-4.15,-1.73,-5.72,93.28,0.13
6682,2020-12-08,55.424,22.147,-4.67,-3.21,-5.75,82.94,0.11
6682,2021-01-02,54.607,25.067,-4.28,-1.45,-6.69,98.8,0.32
6683,2021-01-05,54.929,23.996,-1.4,0.14,-3.31,95.32,3.17
6683,2021-01-08,55.751,24.673,-5.29,-3.88,-6.53,96.71,7.07
6683,2020-12-24,55.412,22.591,-0.42,0.42,-1.1,97.43,10.31
6683,2021-01-03,54.818,25.266,-3.1,-0.38,-4.48,96.78,0.22
6683,2021-01-16,54.811,23.629,-19.05,-13.82,-27.06,99.57,0.8
6684,2020-12-25,55.34,21.48,1.43,2.2,0.64,91.62,2.45
6684,2021-01-13,54.588,23.439,-5.01,-3.96,-6.26,98.64,6.28
6684,2020-12-20,55.081,23.792,-0.85,0.89,-2.05,97.64,0.25
6684,2021-01-06,55.423,25.791,-3.99,-2.59,-5.86,98.05,1.31
6684,2021-01-05,55.962,22.286,-4.44,-2.22,-7.34,96.95,2.93
6685,2021-01-04,54.473,25.23,-2.81,-1.06,-4.32,95.56,0.71
6685,2021-01-04,56.178,24.294,-5.32,-2.61,-7.99,97.17,0.49
6685,2020-12-02,55.327,22.083,-2.98,-1.29,-4.21,90.11,0.18
6685,2021-01-10,55.271,21.409,-3.81,-0.5,-6.28,91.53,0.61
6685,2021-01-14,54.717,25.681,-10.27,-7.81,-17.01,97.11,0.65
6686,2020-12-19,55.972,25.213,0.24,1.54,-1.11,98.74,1.17
6686,2020-12-13,54.588,23.439,-3.76,-1.85,-4.84,92.66,0.72
6686,2020-12-26,56.245,24.571,-3.51,-1.23,-4.69,99.39,1.02
6686,2020-12-26,55.005,24.829,-2.88,-1.2,-3.93,99.41,0.77
6686,2021-01-16,54.811,23.629,-19.05,-13.82,-27.06,99.57,0.8
6687,2021-01-14,54.758,24.984,-9.83,-6.66,-15.93,99.34,0.28
6687,2021-01-12,55.094,22.45,-3.02,-2.64,-3.55,94.61,6.18
6687,2020-12-27,54.996,25.347,-5.26,-3.49,-7.44,98.57,0.16
6687,2020-12-29,55.384,25.731,-0.14,0.42,-1.9,97.64,3.64
6687,2021-01-15,54.652,23.427,-14.83,-12.66,-18.48,98.5,0.24
6688,2021-01-23,54.615,25.123,0.17,0.35,0.04,98.44,0.56
6688,2020-12-22,55.668,21.625,0.35,1.59,-0.58,96.19,5.54
6688,2020-12-31,54.863,23.544,-1.04,0.27,-2.18,98.81,1.11
6688,2021-01-05,55.224,21.52,-0.67,0.46,-1.84,93.98,6.59
6688,2021-01-06,54.987,24.263,-3.03,-2.16,-3.71,94.23,2.76
6689,2020-12-25,55.1,24.304,-1.0,0.46,-2.62,98.56,1.4
6689,2021-01-14,55.781,24.77,-10.82,-6.66,-14.69,99.23,0.17
6689,2021-01-28,56.109,22.025,-3.59,-2.69,-5.04,96.86,1.46
6689,2020-12-29,55.696,22.812,1.0,1.74,0.44,96.62,4.53
6689,2021-01-03,55.972,25.213,-6.11,-3.01,-7.83,99.34,0.19
6690,2020-12-26,55.958,21.462,0.54,2.27,-1.03,91.72,1.54
6690,2020-12-31,55.956,24.745,-1.93,-0.6,-3.63,99.1,1.48
6690,2020-11-29,56.173,23.032,-1.78,0.42,-2.74,96.94,0.36
6690,2020-12-09,55.384,25.731,-7.32,-5.84,-9.79,88.05,0.12
6690,2021-01-04,54.682,23.439,-2.21,-1.16,-2.85,94.76,1.0
6691,2020-12-19,55.792,22.462,0.42,2.81,-1.51,98.17,0.47
6691,2021-01-07,54.578,22.92,-2.32,0.2,-4.66,98.21,1.43
6691,2020-12-27,54.828,23.242,-3.36,-1.5,-4.68,94.11,0.05
6691,2020-12-27,54.325,24.255,-4.2,-2.45,-5.43,97.24,0.07
6691,2021-01-06,55.901,21.621,-2.75,-1.81,-4.12,95.94,1.42
6692,2020-12-31,54.094,24.145,-0.93,0.91,-2.34,97.77,0.37
6692,2020-12-21,55.895,22.572,-0.95,-0.05,-2.17,95.75,0.99
6692,2021-01-02,55.707,21.301,-0.87,1.28,-2.86,95.07,1.43
6692,2020-12-10,54.992,23.156,-3.77,-1.58,-5.12,86.55,1.38
6692,2021-01-24,55.1,24.304,-0.15,0.17,-1.24,99.21,7.63
6693,2021-01-13,56.109,22.025,-5.48,-4.06,-6.41,99.31,2.97
6693,2021-01-07,54.643,25.08,-3.38,-0.88,-5.7,97.3,4.07
6693,2021-01-05,55.385,25.183,-2.71,-0.58,-5.46,96.79,1.36
6693,2021-01-16,55.808,22.383,-17.62,-11.5,-26.17,99.16,2.14
6693,2021-01-18,55.792,22.462,-15.35,-12.36,-19.83,99.01,0.75
6694,2020-12-31,54.828,23.242,-1.04,0.1,-2.74,98.65,2.0
6694,2021-01-11,55.83,22.899,-5.54,-3.74,-8.47,99.1,0.74
6694,2021-01-09,54.441,24.125,-6.79,-4.7,-9.05,97.67,1.86
6694,2021-01-04,54.082,24.443,-1.04,0.36,-2.38,95.09,1.02
6694,2021-01-21,56.25,21.991,0.08,0.9,-0.78,96.62,0.77
6695,2020-12-27,56.005,22.573,-3.18,-2.02,-4.8,94.34,0.12
6695,2021-01-26,55.225,24.455,-1.0,-0.07,-2.45,98.87,20.64
6695,2021-01-20,54.89,23.191,-10.37,-2.16,-17.49,97.3,3.78
6695,2021-01-04,55.1,24.304,-2.75,-1.26,-3.78,94.09,1.19
6695,2021-01-12,55.834,24.953,-3.36,-2.68,-4.85,97.64,2.43
6696,2021-01-17,55.918,25.334,-24.22,-19.08,-29.82,99.6,0.19
6696,2020-12-14,55.276,23.586,-3.77,-1.87,-4.63,98.8,0.68
6696,2020-12-15,55.774,21.359,0.45,1.29,-0.11,93.74,0.08
6696,2021-01-08,55.1,24.304,-4.4,-3.27,-6.35,95.93,7.5
6696,2020-12-28,55.401,25.712,-3.9,-1.32,-7.31,96.43,1.95
6697,2020-12-25,55.005,24.829,-1.23,0.64,-3.22,99.03,1.48
6697,2020-12-17,54.557,25.157,0.2,1.0,-0.96,99.34,0.51
6697,2021-01-05,55.412,22.591,-3.07,-1.31,-5.07,96.37,3.67
6697,2020-12-22,54.557,25.157,-1.36,-0.44,-2.37,95.59,5.05
6697,2020-12-20,55.005,24.829,-1.53,0.21,-2.56,98.07,0.25
6698,2020-12-12,55.338,22.093,-1.5,0.73,-3.52,92.27,0.74
6698,2021-01-09,55.511,22.439,-8.38,-6.41,-12.0,98.62,1.77
6698,2020-12-20,55.972,25.213,-1.0,0.58,-1.93,97.32,0.32
6698,2020-12-03,55.296,22.31,-2.43,-1.25,-3.76,92.5,0.29
6698,2020-12-30,54.717,25.681,-0.1,0.91,-0.74,97.52,2.42
6699,2020-12-29,54.961,24.772,0.86,1.54,-0.15,96.27,3.19
6699,2021-01-03,56.178,24.294,-5.6,-2.81,-7.01,99.05,0.2
6699,2020-12-07,55.901,21.621,-2.88,-1.38,-5.09,74.71,0.0
6699,2020-12-15,54.082,24.443,-3.17,-0.57,-4.84,96.5,0.14
6699,2020-12-24,54.108,24.314,-0.12,1.78,-2.07,98.04,3.77
6700,2020-12-31,55.329,24.057,-1.99,-0.83,-3.28,99.07,1.26
6700,2020-12-11,54.137,23.851,-1.21,0.77,-3.9,96.2,1.51
6700,2020-12-22,55.751,24.673,-0.87,0.52,-1.66,95.63,2.0
6700,2020-12-07,55.1,24.304,-4.78,-3.04,-6.64,72.03,0.0
6700,2020-12-13,55.91,22.557,-4.12,-2.62,-5.27,92.27,0.39
6701,2020-12-18,55.273,23.628,0.92,1.71,0.09,98.57,4.52
6701,2021-01-02,55.094,22.45,-4.08,-1.42,-6.14,98.4,0.61
6701,2020-12-09,55.262,23.607,-6.21,-3.97,-7.98,87.93,0.06
6701,2021-01-02,55.383,25.832,-5.31,-3.51,-6.76,99.25,0.36
6701,2020-12-09,55.754,22.878,-6.68,-3.99,-8.06,90.39,0.01
6702,2021-01-15,55.774,21.359,-8.93,-6.5,-12.62,97.95,0.33
6702,2021-01-12,56.207,22.945,-3.45,-2.92,-4.55,97.67,4.84
6702,2020-12-26,56.14,21.421,0.54,2.27,-1.03,91.72,1.54
6702,2021-01-29,55.486,25.973,-6.9,-4.62,-10.37,99.5,2.16
6702,2020-12-25,54.325,24.255,-0.92,0.93,-2.36,98.39,1.21
6703,2021-01-07,55.486,25.973,-7.41,-5.61,-9.62,99.18,2.03
6703,2020-12-28,56.32,23.547,-2.85,0.0,-5.71,93.9,1.79
6703,2021-01-16,54.961,24.956,-21.9,-18.53,-27.69,99.33,0.25
6703,2021-01-09,54.735,22.934,-7.03,-4.74,-10.49,98.57,2.26
6703,2021-01-26,55.774,21.359,0.65,1.2,-0.66,91.28,4.05
6704,2021-01-12,55.808,22.383,-3.43,-3.02,-4.37,96.97,6.4
6704,2021-01-05,55.961,22.171,-3.78,-1.82,-6.29,96.14,2.93
6704,2020-12-31,55.744,21.59,-1.65,-0.44,-3.0,98.58,1.03
6704,2021-01-09,55.667,21.225,-4.87,-3.08,-6.55,95.51,1.75
6704,2021-01-03,54.588,23.439,-1.88,0.69,-3.2,96.86,0.47
6705,2020-12-07,55.393,22.32,-3.61,-1.95,-5.64,73.99,0.0
6705,2020-12-30,54.835,23.39,0.12,1.2,-0.64,97.74,1.91
6705,2020-12-08,54.704,25.33,-7.59,-5.53,-10.04,86.08,0.07
6705,2020-12-29,55.961,22.171,1.19,1.87,0.57,95.97,4.04
6705,2020-12-16,55.32,21.653,1.28,3.53,-1.62,98.93,2.01
6706,2020-12-30,56.098,21.907,0.16,1.51,-0.59,97.74,3.55
6706,2020-12-23,55.14,23.578,0.91,2.33,-0.29,98.68,2.19
6706,2020-12-17,55.937,22.677,1.27,2.36,-0.19,99.16,0.77
6706,2020-12-17,56.178,24.294,0.75,1.49,-0.54,99.29,0.67
6706,2020-12-05,54.996,25.347,0.93,1.23,0.45,96.49,0.87
6707,2020-12-23,54.615,25.123,0.18,1.29,-0.94,98.48,3.48
6707,2020-12-22,55.094,22.45,0.48,1.52,-0.02,95.06,5.53
6707,2021-01-01,56.089,22.489,-4.76,-2.86,-6.29,98.88,0.43
6707,2020-12-23,56.14,21.421,4.43,5.68,0.68,92.2,0.68
6707,2020-12-28,55.329,24.057,-2.48,-0.1,-5.81,95.97,2.5
6708,2021-01-07,54.284,24.612,-2.46,-0.06,-4.65,96.83,2.85
6708,2020-12-22,55.401,25.712,-1.86,-0.97,-2.49,96.34,2.68
6708,2021-01-07,56.14,21.421,-2.16,-0.92,-3.43,95.54,1.66
6708,2020-12-19,55.393,22.32,-0.02,1.36,-1.5,98.17,0.55
6708,2020-12-20,55.909,25.292,-1.0,0.58,-1.93,97.32,0.32
6709,2020-12-21,56.213,22.872,-0.94,-0.06,-2.05,95.11,0.69
6709,2020-12-26,54.704,25.33,-3.06,-1.26,-4.2,98.85,0.87
6709,2020-12-12,54.588,23.439,-2.67,-0.17,-4.96,89.4,0.42
6709,2020-12-13,56.165,23.311,-4.52,-2.68,-5.91,91.21,0.37
6709,2020-12-21,54.929,23.996,-1.33,0.09,-2.73,94.46,0.39
6710,2021-01-05,55.193,22.484,-1.61,-0.15,-3.64,95.15,4.85
6710,2021-01-13,55.224,21.52,-1.37,0.63,-4.1,89.96,1.12
6710,2020-12-16,55.32,21.653,1.28,3.53,-1.62,98.93,2.01
6710,2020-12-23,56.134,21.787,2.49,4.01,-0.88,96.83,0.92
6710,2020-12-08,54.473,25.23,-6.93,-5.04,-8.97,83.64,0.11
6711,2020-12-21,56.126,21.862,-0.44,0.42,-1.61,96.49,1.63
6711,2021-01-11,56.005,22.573,-4.46,-2.98,-6.19,98.79,1.23
6711,2020-12-20,54.961,24.772,-1.53,0.21,-2.56,98.07,0.25
6711,2020-12-20,55.918,25.334,-1.27,0.21,-2.18,97.18,0.39
6711,2020-12-22,55.1,24.304,-0.57,0.32,-1.55,94.59,3.77
6712,2021-01-10,54.735,22.934,-8.42,-5.5,-10.15,94.53,0.24
6712,2021-01-22,54.284,24.612,-1.26,0.12,-3.65,99.21,0.38
6712,2021-01-09,54.269,23.87,-6.8,-4.57,-9.74,98.04,2.02
6712,2021-01-06,54.978,24.135,-3.03,-2.16,-3.71,94.23,2.76
6712,2021-01-14,54.06,23.782,-8.92,-6.17,-16.75,97.79,0.77
6713,2021-01-10,54.797,23.525,-11.34,-8.2,-13.73,93.98,0.05
6713,2021-01-11,54.811,23.629,-4.93,-2.29,-10.23,97.69,0.49
6713,2021-01-03,56.207,21.561,-1.64,-0.75,-2.74,97.71,0.13
6713,2020-12-14,54.329,23.648,-3.24,-0.49,-4.81,98.33,0.49
6713,2020-12-24,55.153,22.605,0.13,1.01,-0.67,97.53,7.67
6714,2021-01-18,55.774,21.359,-5.83,-2.2,-10.45,96.35,2.97
6714,2020-12-11,55.42,22.352,-1.79,0.45,-4.2,95.55,1.5
6714,2020-12-22,55.032,25.545,-1.93,-0.94,-2.68,96.36,3.77
6714,2020-12-18,54.962,23.407,1.26,2.18,0.32,98.28,3.78
6714,2020-12-22,55.148,21.431,1.2,2.11,0.65,95.6,7.97
6715,2020-12-23,55.379,22.602,1.47,3.24,-0.71,98.26,0.93
6715,2020-12-18,54.473,25.23,0.26,0.92,-0.75,98.36,3.82
6715,2020-12-17,55.262,23.607,0.83,1.86,-0.25,99.19,0.7
6715,2020-12-24,55.462,25.79,-0.71,0.06,-1.39,98.33,3.58
6715,2020-12-09,54.06,23.782,-5.9,-3.83,-7.69,87.94,0.17
6716,2020-12-17,54.544,25.503,0.01,0.83,-1.34,99.23,0.5
6716,2020-12-17,54.35,24.421,0.52,1.14,-0.28,99.41,0.55
6716,2020-12-29,55.153,22.605,1.75,3.18,0.5,94.42,3.63
6716,2020-12-15,55.918,25.334,-4.03,-1.78,-5.29,98.07,0.17
6716,2020-12-24,56.089,22.489,-0.35,0.83,-1.06,97.4,9.18
6717,2020-12-09,55.432,21.37,-3.49,-1.91,-4.75,93.34,0.04
6717,2020-12-20,55.317,22.294,-0.61,0.69,-1.35,97.39,0.32
6717,2020-12-21,55.148,21.431,0.12,1.34,-1.0,95.65,1.35
6717,2020-12-31,55.708,23.329,-2.31,-1.14,-3.95,99.11,1.97
6717,2020-12-04,56.259,21.93,-0.33,0.68,-1.26,90.55,1.9
6718,2020-12-19,54.901,23.415,0.02,1.09,-1.17,98.12,0.49
6718,2021-01-16,55.834,24.953,-22.33,-19.21,-26.78,99.0,0.19
6718,2020-12-20,55.145,23.856,-0.85,0.89,-2.05,97.64,0.25
6718,2021-01-06,54.929,23.996,-2.85,-1.8,-3.55,94.57,3.04
6718,2020-12-04,54.863,23.544,-0.1,1.34,-1.21,91.15,0.16
6719,2020-12-26,55.972,22.118,-1.6,0.63,-2.99,97.54,0.95
6719,2021-01-16,55.744,21.59,-15.82,-9.67,-25.99,99.6,4.48
6719,2020-11-30,54.99,25.152,-2.32,-0.54,-3.55,96.84,1.3
6719,2021-01-22,54.811,23.629,-0.75,0.2,-2.9,98.77,0.22
6719,2021-01-07,55.474,22.478,-3.47,-1.78,-5.22,98.27,2.03
6720,2021-01-15,55.327,22.083,-11.86,-9.64,-14.57,99.12,0.24
6720,2021-01-06,55.757,24.929,-3.33,-1.79,-5.18,96.04,0.98
6720,2021-01-04,55.0,24.876,-3.46,-1.74,-4.49,94.24,1.03
6720,2021-01-21,54.577,23.433,-0.35,0.42,-2.45,98.23,0.29
6720,2020-12-20,55.962,21.914,-0.21,0.98,-0.8,97.18,0.25
6721,2021-01-31,55.327,22.083,-2.05,-0.1,-3.09,93.53,4.18
6721,2021-01-26,54.741,24.742,-1.42,-0.4,-2.45,97.83,23.7
6721,2021-01-14,55.032,25.545,-10.45,-7.66,-16.85,98.63,0.44
6721,2021-02-06,54.851,23.156,-15.04,-10.46,-18.15,97.41,0.17
6721,2020-11-26,55.401,25.712,1.38,5.01,-0.14,92.49,0.68
6722,2021-01-11,55.937,22.677,-4.46,-2.98,-6.19,98.79,1.23
6722,2021-01-01,56.173,23.032,-4.65,-2.78,-5.98,98.33,0.43
6722,2020-12-23,54.082,24.443,0.44,1.58,-1.05,98.61,3.15
6722,2021-01-31,55.91,22.557,-3.73,-1.51,-5.21,96.78,2.42
6722,2021-01-04,56.245,22.078,-4.23,-2.9,-5.17,97.41,0.26
6723,2020-12-19,55.225,24.455,-0.01,1.0,-1.03,98.57,0.55
6723,2020-12-16,55.901,21.621,1.57,3.84,-1.39,99.15,1.64
6723,2020-12-17,55.751,24.673,0.75,1.49,-0.54,99.29,0.67
6723,2020-12-18,55.145,23.856,0.97,1.76,0.2,98.65,4.2
6723,2021-01-02,54.773,22.951,-4.19,-1.57,-5.89,97.86,0.55
6724,2020-12-25,55.27,24.106,-1.44,0.06,-3.34,98.82,1.59
6724,2021-01-05,56.165,21.469,-2.12,-0.72,-3.9,93.69,2.94
6724,2020-12-09,54.741,24.742,-6.43,-4.87,-8.03,86.65,0.21
6724,2020-11-27,54.828,23.242,3.1,5.27,0.35,96.54,3.76
6724,2020-12-31,56.101,24.297,-2.15,-0.87,-4.02,99.03,1.11
6725,2020-12-27,55.219,21.272,-1.51,-0.32,-2.93,90.78,0.1
6725,2020-12-13,55.812,24.696,-4.52,-2.43,-6.56,89.24,0.43
6725,2021-01-06,55.317,22.294,-2.88,-1.63,-4.03,96.14,2.2
6725,2020-12-08,56.005,22.573,-5.51,-4.01,-6.44,83.59,0.1
6725,2020-12-19,56.202,22.963,0.61,2.4,-0.95,98.44,0.48
6726,2020-12-28,56.098,24.839,-3.37,-0.55,-6.68,95.2,0.99
6726,2021-01-04,56.25,21.991,-4.23,-2.9,-5.17,97.41,0.26
6726,2020-12-23,55.094,22.45,1.78,3.55,-0.21,97.81,0.97
6726,2021-01-10,56.14,21.421,-2.78,1.37,-6.02,89.09,0.82
6726,2021-01-15,56.126,21.862,-10.93,-8.73,-13.69,98.8,0.38
6727,2021-02-05,54.901,23.415,-10.73,-4.57,-17.31,98.6,0.31
6727,2020-12-28,56.178,24.294,-2.97,-0.2,-6.44,94.88,1.28
6727,2020-12-22,55.424,22.147,0.35,1.59,-0.58,96.19,5.54
6727,2021-01-27,55.402,22.587,-1.0,0.19,-6.95,97.42,2.53
6727,2021-01-01,54.652,23.427,-3.6,-1.5,-5.97,96.13,0.42
6728,2021-01-02,55.477,25.12,-4.41,-2.63,-5.37,98.33,0.41
6728,2021-01-10,54.606,23.544,-8.77,-5.94,-10.62,94.8,0.21
6728,2020-12-21,56.005,22.573,-0.95,-0.05,-2.17,95.75,0.99
6728,2021-01-31,55.897,24.907,-4.41,-2.56,-5.44,98.66,0.88
6728,2020-12-25,55.823,23.892,-1.46,-0.29,-3.58,98.68,1.88
6729,2020-12-27,55.84,24.51,-3.97,-2.13,-5.28,96.83,0.08
6729,2020-12-13,55.319,22.536,-3.92,-2.38,-5.01,93.56,0.41
6729,2020-12-30,55.001,25.469,-0.23,0.78,-1.05,98.02,2.24
6729,2020-12-31,55.319,22.536,-2.19,-0.87,-3.6,98.94,1.62
6729,2021-01-05,56.257,22.293,-3.36,-1.72,-5.46,95.9,1.99
6730,2021-01-27,55.783,24.624,-0.8,0.13,-3.33,98.48,4.52
6730,2021-01-16,55.393,22.32,-17.16,-11.37,-26.28,99.48,2.58
6730,2021-01-03,55.432,25.678,-6.11,-3.53,-7.98,99.66,0.2
6730,2020-12-24,56.098,24.839,-0.59,0.37,-1.91,98.01,5.69
6730,2020-12-09,55.83,22.899,-6.68,-3.99,-8.06,90.39,0.01
6731,2020-12-23,55.119,22.444,1.78,3.55,-0.21,97.81,0.97
6731,2020-12-14,55.462,25.79,-3.84,-1.52,-4.74,97.91,0.74
6731,2021-01-06,56.198,22.356,-3.24,-2.23,-4.73,96.79,1.39
6731,2021-01-10,54.137,23.851,-7.82,-5.17,-9.31,95.87,0.35
6731,2021-01-06,55.364,25.18,-3.41,-2.0,-4.64,95.76,1.38
6732,2020-12-25,55.707,21.301,1.43,2.2,0.64,91.62,2.45
6732,2021-01-10,55.962,21.914,-7.47,-3.13,-10.03,97.86,0.48
6732,2021-01-06,55.757,24.929,-3.33,-1.79,-5.18,96.04,0.98
6732,2021-01-02,54.704,25.33,-5.0,-2.44,-7.67,99.37,0.34
6732,2020-12-09,56.32,23.547,-6.55,-4.37,-7.96,88.93,0.01
6733,2021-01-07,54.577,23.433,-2.32,0.2,-4.66,98.21,1.43
6733,2021-01-04,54.441,24.125,-2.25,-0.93,-3.41,94.11,0.74
6733,2021-01-11,55.901,21.621,-2.27,-0.92,-3.16,98.16,2.28
6733,2021-01-25,55.781,24.77,-2.2,-1.2,-3.33,99.23,2.0
6733,2021-01-11,55.193,22.484,-3.8,-2.59,-6.23,96.19,0.7
6734,2021-01-07,55.005,24.829,-4.32,-1.8,-6.36,96.6,3.04
6734,2020-12-21,55.961,22.171,-0.44,0.42,-1.61,96.49,1.63
6734,2021-01-14,55.032,25.545,-10.45,-7.66,-16.85,98.63,0.44
6734,2021-01-20,55.808,22.383,-10.03,-0.58,-16.49,97.98,5.1
6734,2021-01-04,55.765,22.835,-4.9,-2.91,-6.68,97.46,0.46
6735,2020-12-17,55.119,22.444,1.2,2.07,0.61,98.85,0.87
6735,2021-01-06,56.198,22.356,-3.24,-2.23,-4.73,96.79,1.39
6735,2021-01-12,55.393,22.32,-3.4,-3.12,-4.02,97.55,7.35
6735,2020-12-30,55.885,21.682,0.16,1.51,-0.59,97.74,3.55
6735,2020-12-11,54.878,25.506,-1.58,1.07,-4.81,95.63,1.41
6736,2020-12-20,55.032,25.545,-1.82,-0.09,-2.98,98.27,0.26
6736,2020-12-29,54.961,24.956,0.86,1.54,-0.15,96.27,3.19
6736,2021-01-13,54.682,23.439,-5.01,-3.96,-6.26,98.64,6.28
6736,2020-12-20,55.918,25.334,-1.27,0.21,-2.18,97.18,0.39
6736,2020-12-06,55.667,21.225,2.57,3.55,0.37,94.34,0.11
6737,2021-01-06,54.35,24.421,-3.22,-2.77,-3.98,95.26,4.09
6737,2020-12-24,55.032,25.545,-0.92,0.61,-2.29,97.84,2.99
6737,2020-12-19,55.958,21.462,3.27,5.52,1.13,97.56,0.31
6737,2021-01-02,56.109,22.025,-3.6,-1.99,-5.17,98.74,1.4
6737,2020-12-31,55.83,22.899,-2.22,-0.77,-4.02,98.48,1.8
6738,2020-12-11,55.931,24.995,-2.0,0.59,-5.08,94.42,2.51
6738,2020-12-07,54.961,24.956,-6.08,-4.32,-8.14,78.0,0.0
6738,2020-12-11,55.329,24.057,-1.92,0.58,-4.39,95.39,3.11
6738,2020-12-19,55.834,24.953,0.24,1.54,-1.11,98.74,1.17
6738,2020-12-10,55.962,21.914,-4.36,-2.22,-6.32,91.95,0.61
6739,2020-12-16,56.165,23.311,0.27,2.48,-2.12,97.95,2.0
6739,2020-12-15,54.741,24.742,-3.16,-0.72,-4.48,96.53,0.18
6739,2020-12-06,55.477,25.12,-0.44,1.23,-4.54,88.48,0.24
6739,2020-12-08,54.99,25.152,-6.86,-5.04,-8.98,82.12,0.09
6739,2020-12-21,55.219,21.272,0.12,1.34,-1.0,95.65,1.35
6740,2020-12-10,54.797,23.525,-3.97,-1.76,-5.39,86.69,1.24
6740,2020-12-13,55.731,23.872,-4.35,-2.39,-5.86,92.09,0.44
6740,2020-12-16,55.886,22.144,1.57,3.84,-1.39,99.15,1.64
6740,2021-01-07,54.35,24.421,-2.46,-0.06,-4.65,96.83,2.85
6740,2020-12-26,55.23,24.473,-2.37,-0.83,-3.43,99.18,0.63
6741,2020-12-13,55.823,23.892,-4.58,-2.56,-6.24,90.35,0.37
6741,2020-12-24,55.432,25.678,-0.71,0.06,-1.39,98.33,3.58
