sample_id,source_dataset,crop_type,location_country,location_continent,timestamp,sample_year,toxin_name,toxin_value_raw,toxin_unit,toxin_value_standardized_ug_kg,toxin_detected,fungal_species,association_type,original_metadata
COMB_77,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Fumonisins,0.4165,ppm,416.5,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A80"", ""protein"": 7.08, ""fat"": 3.505, ""moisture"": 13.315, ""fiber"": 1.895, ""starch"": 63.385, ""ash"": 1.25, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_77,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Fumonisins,0.4165,ppm,416.5,True,Fusarium proliferatum,Known Producer,"{""neutral_id"": ""A80"", ""protein"": 7.08, ""fat"": 3.505, ""moisture"": 13.315, ""fiber"": 1.895, ""starch"": 63.385, ""ash"": 1.25, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_77,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A80"", ""protein"": 7.08, ""fat"": 3.505, ""moisture"": 13.315, ""fiber"": 1.895, ""starch"": 63.385, ""ash"": 1.25, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_77,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A80"", ""protein"": 7.08, ""fat"": 3.505, ""moisture"": 13.315, ""fiber"": 1.895, ""starch"": 63.385, ""ash"": 1.25, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_77,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium crookwellense,Known Producer,"{""neutral_id"": ""A80"", ""protein"": 7.08, ""fat"": 3.505, ""moisture"": 13.315, ""fiber"": 1.895, ""starch"": 63.385, ""ash"": 1.25, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_77,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Deoxynivalenol,0.0308,ppm,30.8,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A80"", ""protein"": 7.08, ""fat"": 3.505, ""moisture"": 13.315, ""fiber"": 1.895, ""starch"": 63.385, ""ash"": 1.25, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_77,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Deoxynivalenol,0.0308,ppm,30.8,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A80"", ""protein"": 7.08, ""fat"": 3.505, ""moisture"": 13.315, ""fiber"": 1.895, ""starch"": 63.385, ""ash"": 1.25, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus flavus,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus parasiticus,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus nomius,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Fumonisins,3.3265,ppm,3326.5,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Fumonisins,3.3265,ppm,3326.5,True,Fusarium proliferatum,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.658,ppm,658.0,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.658,ppm,658.0,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.658,ppm,658.0,True,Fusarium crookwellense,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Deoxynivalenol,0.2134,ppm,213.4,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_78,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Deoxynivalenol,0.2134,ppm,213.4,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A82"", ""protein"": 7.21, ""fat"": 3.475, ""moisture"": 12.96, ""fiber"": 1.945, ""starch"": 62.665, ""ash"": 1.29, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus flavus,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus parasiticus,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus nomius,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Fumonisins,1.539,ppm,1539.0,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Fumonisins,1.539,ppm,1539.0,True,Fusarium proliferatum,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium crookwellense,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Deoxynivalenol,0.0308,ppm,30.8,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_79,Combined LCMS NIR Color data,Corn,US-MD,North America,2021,2021.0,Deoxynivalenol,0.0308,ppm,30.8,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A83"", ""protein"": 7.08, ""fat"": 3.57, ""moisture"": 13.71, ""fiber"": 1.88, ""starch"": 63.98, ""ash"": 1.26, ""color_L"": 73.68, ""color_a"": 10.82, ""color_b"": 41.66}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus flavus,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus parasiticus,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus nomius,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,6.2565,ppm,6256.5,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,6.2565,ppm,6256.5,True,Fusarium proliferatum,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,1.113,ppm,1113.0,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,1.113,ppm,1113.0,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,1.113,ppm,1113.0,True,Fusarium crookwellense,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,1.9775,ppm,1977.5,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_80,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,1.9775,ppm,1977.5,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A85"", ""protein"": 6.905, ""fat"": 3.475, ""moisture"": 12.87, ""fiber"": 1.905, ""starch"": 63.265, ""ash"": 1.26, ""color_L"": 52.01, ""color_a"": 10.81, ""color_b"": 31.37}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus flavus,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus parasiticus,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus nomius,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,3.9215,ppm,3921.5,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,3.9215,ppm,3921.5,True,Fusarium proliferatum,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.462,ppm,462.0,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.462,ppm,462.0,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.462,ppm,462.0,True,Fusarium crookwellense,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,0.0308,ppm,30.8,True,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_81,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,0.0308,ppm,30.8,True,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A86"", ""protein"": 6.93, ""fat"": 3.5, ""moisture"": 13.16, ""fiber"": 1.895, ""starch"": 64.005, ""ash"": 1.245, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus flavus,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus parasiticus,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus nomius,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,2.3565,ppm,2356.5,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,2.3565,ppm,2356.5,True,Fusarium proliferatum,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium crookwellense,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,0.0,ppm,0.0,False,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_82,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,0.0,ppm,0.0,False,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A87"", ""protein"": 7.65, ""fat"": 3.515, ""moisture"": 12.055, ""fiber"": 1.96, ""starch"": 64.125, ""ash"": 1.31, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus flavus,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus parasiticus,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus nomius,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,5.8955,ppm,5895.5,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Fumonisins,5.8955,ppm,5895.5,True,Fusarium proliferatum,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Zearalenone,0.0,ppm,0.0,False,Fusarium crookwellense,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,0.0,ppm,0.0,False,Fusarium graminearum,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_83,Combined LCMS NIR Color data,Corn,US-GA,North America,2021,2021.0,Deoxynivalenol,0.0,ppm,0.0,False,Fusarium culmorum,Known Producer,"{""neutral_id"": ""A88"", ""protein"": 7.395, ""fat"": 3.495, ""moisture"": 12.44, ""fiber"": 1.895, ""starch"": 64.06, ""ash"": 1.285, ""color_L"": 65.85, ""color_a"": 12.74, ""color_b"": 26.81}"
COMB_84,Combined LCMS NIR Color data,Corn,US,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus flavus,Known Producer,"{""neutral_id"": ""A89"", ""protein"": 7.24, ""fat"": 3.54, ""moisture"": 13.28, ""fiber"": 1.93, ""starch"": 63.22, ""ash"": 1.265, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_84,Combined LCMS NIR Color data,Corn,US,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus parasiticus,Known Producer,"{""neutral_id"": ""A89"", ""protein"": 7.24, ""fat"": 3.54, ""moisture"": 13.28, ""fiber"": 1.93, ""starch"": 63.22, ""ash"": 1.265, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_84,Combined LCMS NIR Color data,Corn,US,North America,2021,2021.0,Aflatoxins,0.0,ppm,0.0,False,Aspergillus nomius,Known Producer,"{""neutral_id"": ""A89"", ""protein"": 7.24, ""fat"": 3.54, ""moisture"": 13.28, ""fiber"": 1.93, ""starch"": 63.22, ""ash"": 1.265, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
COMB_84,Combined LCMS NIR Color data,Corn,US,North America,2021,2021.0,Fumonisins,1.7035,ppm,1703.5,True,Fusarium verticillioides,Known Producer,"{""neutral_id"": ""A89"", ""protein"": 7.24, ""fat"": 3.54, ""moisture"": 13.28, ""fiber"": 1.93, ""starch"": 63.22, ""ash"": 1.265, ""color_L"": null, ""color_a"": null, ""color_b"": null}"
