sample_id,source_dataset,crop_type,location_country,location_continent,timestamp,sample_year,toxin_name,toxin_value_raw,toxin_unit,toxin_value_standardized_ug_kg,toxin_detected,fungal_species,association_type,original_metadata,target_date,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR
MYCO_874,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Hazelnuts,Lithuania,Europe,2021-02-10,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""A9D7180EAEA4BB16A226708E2DC5DFF7"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-20 09:36:00,55.21079999999999,24.0704,-0.42000000000000004,0.8400000000000001,-1.4940000000000002,97.70599999999999,2.806
MYCO_875,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2021-02-03,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""16DB2073B3E521878F21870D53016AC0"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-17 00:00:00,55.57280000000001,22.0708,-1.324,-0.06799999999999995,-2.462,95.208,1.116
MYCO_875,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2021-02-03,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""16DB2073B3E521878F21870D53016AC0"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-25 09:36:00,55.13440000000001,23.9528,-5.2219999999999995,-3.5380000000000003,-6.952000000000001,96.096,0.826
MYCO_875,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2021-02-03,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""16DB2073B3E521878F21870D53016AC0"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-01 19:12:00,55.398199999999996,22.9934,-4.792,-2.232,-8.129999999999999,98.204,1.796
MYCO_876,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Pistachio nut,Lithuania,Europe,2021-02-26,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Point de vente au d\u00e9tail"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""CCF16C1C1C576B5AF7258E00708FCF75"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-07 00:00:00,55.3246,23.447,-3.842,-2.354,-5.498,96.962,0.558
MYCO_876,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Pistachio nut,Lithuania,Europe,2021-02-26,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Point de vente au d\u00e9tail"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""CCF16C1C1C576B5AF7258E00708FCF75"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-14 14:24:00,55.07039999999999,24.2476,-5.516,-2.7220000000000004,-8.136,95.978,5.834
MYCO_876,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Pistachio nut,Lithuania,Europe,2021-02-26,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Point de vente au d\u00e9tail"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""CCF16C1C1C576B5AF7258E00708FCF75"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-07 19:12:00,55.669399999999996,22.9574,-3.3260000000000005,-1.718,-4.720000000000001,97.98400000000001,1.498
MYCO_877,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cashew nut,Lithuania,Europe,2021-02-02,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""60338A43E7142A96B7F1F80220EB658B"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-20 14:24:00,55.359,23.5112,-0.18200000000000002,1.3039999999999998,-1.7299999999999998,98.704,1.5219999999999998
MYCO_877,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cashew nut,Lithuania,Europe,2021-02-02,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""60338A43E7142A96B7F1F80220EB658B"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-19 14:24:00,55.42100000000001,23.5712,-1.8079999999999998,-0.22600000000000015,-3.7879999999999994,94.946,1.922
MYCO_877,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cashew nut,Lithuania,Europe,2021-02-02,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.6, ""original_id"": ""60338A43E7142A96B7F1F80220EB658B"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-20 19:12:00,55.711,22.7596,-2.7619999999999996,-1.198,-4.182,91.638,0.6620000000000001
MYCO_878,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-24,2021.0,Deoxynivalenol,340.0,µg/kg,340.0,True,Fusarium graminearum,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 36.0, ""original_id"": ""1D9B70B9DA4A344DBCEDAF73588106AB"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-03 14:24:00,55.941599999999994,22.5126,-3.906,-1.452,-6.354,95.662,0.6839999999999999
MYCO_878,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-24,2021.0,Deoxynivalenol,340.0,µg/kg,340.0,True,Fusarium culmorum,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 36.0, ""original_id"": ""1D9B70B9DA4A344DBCEDAF73588106AB"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-10 09:36:00,55.311400000000006,23.174,-3.59,-0.898,-7.45,96.64399999999999,2.016
MYCO_879,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus ochraceus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""3F58561EA6D435AF8797006CB57F727B"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-05 09:36:00,55.5616,24.0072,-4.0,-2.294,-5.436,97.244,0.874
MYCO_879,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus carbonarius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""3F58561EA6D435AF8797006CB57F727B"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-27 09:36:00,55.5472,23.4688,-2.734,-1.264,-4.08,96.65,1.2680000000000002
MYCO_879,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Penicillium verrucosum,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""3F58561EA6D435AF8797006CB57F727B"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-03 09:36:00,55.7072,24.072,-6.268,-3.6779999999999995,-9.512,97.204,2.6
MYCO_879,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus niger,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""3F58561EA6D435AF8797006CB57F727B"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-30 09:36:00,55.25599999999999,23.9242,-3.306,-1.474,-4.726000000000001,96.828,0.966
MYCO_880,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus ochraceus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""9026FBBDE5379E0B8300AA77861D0D60"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-29 00:00:00,55.69,23.4042,-4.184,-1.906,-6.04,94.76400000000001,0.852
MYCO_880,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus carbonarius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""9026FBBDE5379E0B8300AA77861D0D60"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-11 14:24:00,55.1786,23.2866,-2.568,-1.0879999999999999,-4.1579999999999995,97.17999999999999,1.43
MYCO_880,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Penicillium verrucosum,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""9026FBBDE5379E0B8300AA77861D0D60"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-07 00:00:00,55.5142,23.5526,-6.0280000000000005,-2.5060000000000002,-9.597999999999999,97.43199999999999,2.134
MYCO_880,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-17,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus niger,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""9026FBBDE5379E0B8300AA77861D0D60"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-27 14:24:00,55.494600000000005,22.8616,-1.372,-0.14000000000000004,-2.7079999999999997,97.312,2.9139999999999997
MYCO_881,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains,Lithuania,Europe,2021-02-02,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus ochraceus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""44F1E480BEFEB8A1561D4541C61EA3EC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-23 19:12:00,55.251999999999995,24.0998,-0.9339999999999999,0.25,-2.2399999999999998,96.94,2.0460000000000003
MYCO_881,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains,Lithuania,Europe,2021-02-02,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus carbonarius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""44F1E480BEFEB8A1561D4541C61EA3EC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-28 19:12:00,55.455799999999996,23.270400000000002,-1.338,0.11999999999999988,-2.866,97.576,2.118
MYCO_881,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains,Lithuania,Europe,2021-02-02,2021.0,Ochratoxin A,,µg/kg,,False,Penicillium verrucosum,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""44F1E480BEFEB8A1561D4541C61EA3EC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-11 14:24:00,55.6034,24.175,-2.8240000000000003,-0.7660000000000001,-5.008,91.7,1.48
MYCO_881,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains,Lithuania,Europe,2021-02-02,2021.0,Ochratoxin A,,µg/kg,,False,Aspergillus niger,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 2.2, ""original_id"": ""44F1E480BEFEB8A1561D4541C61EA3EC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-13 04:48:00,55.3184,23.919400000000003,-2.0140000000000002,-0.14199999999999996,-4.224,92.146,0.772
MYCO_882,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A041L)",Lithuania,Europe,2021-02-08,2021.0,Zéaralénone,,µg/kg,,False,Unknown Fungal Species,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 7.8, ""original_id"": ""BE7A99C94FD18F518C97E4CE2DF4CDAC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-20 14:24:00,55.198800000000006,23.687,-2.316,-0.24,-4.144,94.788,1.3599999999999999
MYCO_883,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Wheat bran (feed),Lithuania,Europe,2021-02-23,2021.0,Zéaralénone,,µg/kg,,False,Unknown Fungal Species,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 7.8, ""original_id"": ""0579CC7E411DF080B904944EE7496244"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-31 09:36:00,55.2448,23.834600000000002,-5.304,-3.5759999999999996,-6.824,95.598,2.7359999999999998
MYCO_884,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-08,2021.0,Zéaralénone,,µg/kg,,False,Unknown Fungal Species,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 7.8, ""original_id"": ""4C6BE46CD20C18572385EB0466B4A7EB"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-22 14:24:00,55.592200000000005,22.3364,-2.558,-0.8560000000000001,-4.14,95.194,0.85
MYCO_885,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A0BFR)",Lithuania,Europe,2021-02-25,2021.0,Zéaralénone,16.0,µg/kg,16.0,True,Unknown Fungal Species,Known Producer,"{""sample_point"": ""Point de vente au d\u00e9tail"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 7.8, ""original_id"": ""A9BD1C09C09B735939C2ACC8CE7315DC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-14 00:00:00,55.31699999999999,23.064799999999998,-8.45,-6.136,-10.872,97.83399999999999,4.282
MYCO_886,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-08,2021.0,Zéaralénone,,µg/kg,,False,Unknown Fungal Species,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 7.8, ""original_id"": ""17CFDEE954ECA3D4F01544DBD6577627"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2020-12-30 09:36:00,55.4962,22.2136,-1.548,0.15799999999999997,-3.176,95.924,1.964
MYCO_887,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-22,2021.0,Zéaralénone,,µg/kg,,False,Unknown Fungal Species,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 7.8, ""original_id"": ""AA69CABA03F17AAD71F285D7DD669865"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-01 19:12:00,55.63340000000001,23.633000000000003,-4.92,-3.14,-6.667999999999999,95.822,2.166
MYCO_888,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-02-22,2021.0,Zéaralénone,,µg/kg,,False,Unknown Fungal Species,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 7.8, ""original_id"": ""209E686C10416D08F4B40E0BD8471B81"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-09 09:36:00,55.0302,23.930799999999998,-1.616,-0.10399999999999998,-3.7560000000000002,97.092,5.904000000000001
MYCO_889,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Wheat bran (feed),Lithuania,Europe,2021-03-29,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.2, ""original_id"": ""7FFA634FEE1C8E47205849724B927AC6"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-09 14:24:00,55.539,23.2258,-7.914,-4.843999999999999,-12.084,93.7,1.302
MYCO_889,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Wheat bran (feed),Lithuania,Europe,2021-03-29,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.2, ""original_id"": ""7FFA634FEE1C8E47205849724B927AC6"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-24 09:36:00,55.6074,24.7256,-3.9579999999999997,-0.4960000000000001,-7.9799999999999995,97.38199999999999,0.462
MYCO_889,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Wheat bran (feed),Lithuania,Europe,2021-03-29,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.2, ""original_id"": ""7FFA634FEE1C8E47205849724B927AC6"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-09 04:48:00,55.6832,23.2164,-7.231999999999999,-3.524,-12.08,97.986,0.5700000000000001
MYCO_890,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-03-03,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Transformateur/Fabricant"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.2, ""original_id"": ""7CC37FE08FD2AAAB4C97C8F6BAC08937"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-16 14:24:00,55.375800000000005,23.2344,-8.596,-6.07,-11.246,98.05,1.052
MYCO_890,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-03-03,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Transformateur/Fabricant"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.2, ""original_id"": ""7CC37FE08FD2AAAB4C97C8F6BAC08937"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-22 19:12:00,55.455799999999996,24.086000000000002,-9.214,-6.008,-11.848,97.9,1.034
MYCO_890,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Cereal grains (feed),Lithuania,Europe,2021-03-03,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Transformateur/Fabricant"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.2, ""original_id"": ""7CC37FE08FD2AAAB4C97C8F6BAC08937"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-17 14:24:00,55.5082,23.5002,-13.296000000000001,-10.742,-16.162,99.078,2.256
MYCO_891,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Hazelnuts,Lithuania,Europe,2021-03-24,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""20B71460AD451696312DC63995C6EFAC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-08 09:36:00,55.249,23.29,-11.831999999999999,-7.204000000000001,-15.475999999999999,97.458,0.736
MYCO_891,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Hazelnuts,Lithuania,Europe,2021-03-24,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""20B71460AD451696312DC63995C6EFAC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-04 14:24:00,55.595000000000006,22.455000000000002,-4.806,-2.424,-7.67,97.224,1.83
MYCO_891,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Hazelnuts,Lithuania,Europe,2021-03-24,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""20B71460AD451696312DC63995C6EFAC"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-09 00:00:00,54.9794,23.8524,-11.91,-8.402,-15.569999999999999,97.96600000000001,0.404
MYCO_892,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2021-03-10,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""B033A9613488C5CE9938F58FB83734D9"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-26 09:36:00,55.7208,23.3696,-7.7620000000000005,-4.948,-10.331999999999999,97.394,1.902
MYCO_892,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2021-03-10,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""B033A9613488C5CE9938F58FB83734D9"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-16 14:24:00,54.855999999999995,24.706400000000002,-8.142,-5.758000000000001,-10.802,98.75,1.282
MYCO_892,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Tree nuts,Lithuania,Europe,2021-03-10,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""Exploitation agricole/Producteur primaire"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""B033A9613488C5CE9938F58FB83734D9"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-27 19:12:00,55.260799999999996,24.259,-8.379999999999999,-4.896,-12.024000000000001,98.94200000000001,1.8579999999999999
MYCO_893,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Hazelnuts,Lithuania,Europe,2021-03-24,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""BF704C5877A08584EBB0DDADF03C19E9"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-29 09:36:00,55.3856,25.1598,-10.672,-8.742,-13.478,98.97200000000001,1.816
MYCO_893,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Hazelnuts,Lithuania,Europe,2021-03-24,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""BF704C5877A08584EBB0DDADF03C19E9"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-11 19:12:00,55.0028,23.4214,-9.193999999999999,-6.24,-11.553999999999998,97.824,0.366
MYCO_893,mycotoxins_clean.csv (Lithuania Cereal Monitoring),Hazelnuts,Lithuania,Europe,2021-03-24,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus nomius,Known Producer,"{""sample_point"": ""E099A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""BF704C5877A08584EBB0DDADF03C19E9"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-07 04:48:00,55.3304,24.1776,-14.894,-11.106,-18.816,98.986,0.44799999999999995
MYCO_894,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A01MA)",Lithuania,Europe,2021-03-15,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus flavus,Known Producer,"{""sample_point"": ""E520A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""AA370F8F3ECD174544D507D75E13F355"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-02-05 00:00:00,55.483000000000004,23.4782,-8.796000000000001,-5.784000000000001,-11.43,97.3,1.526
MYCO_894,mycotoxins_clean.csv (Lithuania Cereal Monitoring),"Cereal grain / crop (feed, code: A01MA)",Lithuania,Europe,2021-03-15,2021.0,Aflatoxins,,µg/kg,,False,Aspergillus parasiticus,Known Producer,"{""sample_point"": ""E520A"", ""analytical_method"": ""ELISA"", ""lod"": null, ""loq"": 1.0, ""original_id"": ""AA370F8F3ECD174544D507D75E13F355"", ""source_file"": ""OCC_CHEMMON2022_LT_2021.CSV""}",2021-01-31 19:12:00,55.525800000000004,23.224600000000002,-4.792,-2.134,-8.77,97.39399999999999,2.6659999999999995
